Date,Auditor,Filename,Passed
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00114.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00139.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00142.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00148.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00160.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00163.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00173.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00175.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00185.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00188.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00193.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00196.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00202.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00229.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00240.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00243.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00255.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00257.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00263.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00268.tif,Y
1/11/2011,Heather Ellsworth,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1888-Jun1894_M_00273.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00009.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00044.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00046.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00089.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00099.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00121.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00129.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00140.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00152.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00155.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00156.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00157.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00166.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00194.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00195.tif,Y
1/31/2011,Rose of Sharon Gribble,SAFR0017D_SAFR0017D-StMarksBaptismRcds-Oct1950-Mar1957_M_00197.tif,Y
