Street,ID,Match
ADAM,vol16_016.tif-3,False
STIRLING,vol16_016.tif-2,True
DRURY,vol16_379.tif-1,True
UPPER NELSON,vol16_093.tif-4,False
CALEDON,vol16_105.tif-3,True
8TH,vol16_199.tif-3,False
CHAPEL,vol16_003.tif-3,True
RUSSELL,vol16_003.tif-2,True
SELTARK,vol16_003.tif-1,False
CHAPEL,vol16_003.tif-4,True
VERNON,vol16_376.tif-4,True
,vol16_093.tif-3,False
CAMBRIDGE,vol16_376.tif-1,True
WILLIAM,vol16_376.tif-2,True
CONSTITUTION,vol16_376.tif-3,True
QUEENS,vol16_068.tif-2,False
WORCESTER,vol16_068.tif-3,True
GRANT,vol16_068.tif-1,False
ALBERT,vol16_068.tif-4,True
,vol16_067.tif-1,False
REFORM,vol16_189.tif-1,True
RUTGERS,vol16_272.tif-3,False
ADAM,vol16_272.tif-2,False
,vol16_396.tif-2,False
PROSPECT,vol16_355.tif-1,True
ALBERT,vol16_355.tif-3,True
CHYDE,vol16_355.tif-2,False
RUSSELL,vol16_355.tif-4,True
PONTAC,vol16_019.tif-4,True
MCINTYRE,vol16_019.tif-2,False
RICHMOND,vol16_019.tif-3,True
MCINTYRE,vol16_019.tif-1,False
GORE,vol16_391.tif-2,True
MCGREGOR,vol16_391.tif-4,False
BARRACK,vol16_255.tif-1,True
GRAY,vol16_255.tif-2,True
STIRLING,vol16_255.tif-3,True
SPRINGFIELD,vol16_255.tif-4,True
WILLIAM,vol16_396.tif-1,True
HAMILTON,vol16_043.tif-4,False
PRINCESS,vol16_043.tif-2,True
CONSTITUTION,vol16_276.tif-1,True
,vol16_276.tif-3,False
CALEDON,vol16_276.tif-2,True
ALBERT,vol16_276.tif-4,True
RICHMOND,vol16_174.tif-3,True
WILLIAM,vol16_374.tif-1,True
DE VILLIES,vol16_059.tif-2,False
MILTON,vol16_059.tif-3,False
PARKIN,vol16_059.tif-1,True
RICHMOND,vol16_059.tif-4,True
SPRINGFIELD,vol16_253.tif-4,True
CHESTER,vol16_026.tif-1,True
CONSTITUTION,vol16_026.tif-2,True
CANNON,vol16_026.tif-3,True
VERNON,vol16_026.tif-4,True
CHATHAM,vol16_159.tif-4,True
UPPER CONSTITUTION,vol16_176.tif-2,True
UPPER CONSTITUTION,vol16_176.tif-3,True
COWLEY,vol16_176.tif-1,True
STATION,vol16_176.tif-4,False
WILLIAM,vol16_086.tif-2,True
WILLIAM,vol16_086.tif-3,True
WILLIAM,vol16_086.tif-1,True
ROOS,vol16_086.tif-4,True
IRENE,vol16_373.tif-2,False
CALEDON,vol16_390.tif-4,True
LOADER,vol16_390.tif-1,False
KITCHENER,vol16_390.tif-2,False
CHATHAM,vol16_178.tif-3a,True
SHEPPARD,vol16_065.tif-1,True
PRIMROSE,vol16_386.tif-4,True
HANOVER,vol16_386.tif-3,True
SMART,vol16_015.tif-2,True
WILLIAM,vol16_015.tif-3,True
,vol16_089.tif-3,False
ROSE,vol16_015.tif-1,False
ST LEDGER,vol16_089.tif-4,False
,vol16_015.tif-4,False
GODFREY,vol16_332.tif-4,True
CHAPEL,vol16_332.tif-1,True
,vol16_332.tif-2,False
CONSTITUTION,vol16_332.tif-3,True
,vol16_362.tif-2,False
ARUNDEL,vol16_090.tif-3,True
ASPELING,vol16_090.tif-2,True
CONSTITUTION,vol16_090.tif-1,True
ANDERSEN,vol16_090.tif-4,False
WICHT,vol16_096.tif-4,True
VERNON,vol16_096.tif-1,True
MARSDEN,vol16_096.tif-3,True
PROSPECT,vol16_096.tif-2,True
WILLIAM,vol16_362.tif-4,True
CHATHAM,vol16_360.tif-1,True
KENT,vol16_394.tif-1,True
WILLIAM,vol16_394.tif-2,True
CONSTITUTION,vol16_394.tif-3,True
DE VILLIERS,vol16_394.tif-4,True
RUSSELL,vol16_360.tif-4,True
NEW MARKET,vol16_297.tif-4,True
SUFFOLK,vol16_297.tif-2,False
CAMBORNE,vol16_297.tif-3,False
WILLIAM,vol16_297.tif-1,True
LAVENDER,vol16_215.tif-4,True
,vol16_373.tif-4,False
GLOUCESTER,vol16_002.tif-4,True
SACKVILLE,vol16_002.tif-2,False
SPRINGFIELD,vol16_002.tif-3,True
EATON,vol16_215.tif-2,False
HARDING,vol16_002.tif-1,False
SUMMER,vol16_331.tif-2,True
,vol16_331.tif-1,False
IRENE,vol16_072.tif-3,False
LONGMARKET,vol16_072.tif-2,True
PRIMROSE,vol16_072.tif-1,True
,vol16_336.tif-3,False
BROWN,vol16_336.tif-4,False
PRIMROSE,vol16_072.tif-4,True
PROSPECT,vol16_354.tif-4,True
MORENT,vol16_354.tif-1,False
JOHNSON,vol16_354.tif-2,True
PROSPECT,vol16_354.tif-3,True
,vol16_167.tif-1,False
MARRIOTT,vol16_167.tif-2,False
,vol16_167.tif-3,False
CONSTITUTION,vol16_167.tif-4,True
CHURCH,vol16_378.tif-2,False
HORSTLEY,vol16_378.tif-3,True
,vol16_087.tif-4,False
PRIMROSE,vol16_087.tif-3,True
,vol16_087.tif-2,False
SPRINGFIELD,vol16_087.tif-1,True
CLIFTON,vol16_108.tif-1,True
HORSTLEY,vol16_108.tif-3,True
TILBURY,vol16_108.tif-2,True
,vol16_108.tif-4,False
WILLIAM,vol16_395.tif-4,True
LEVER,vol16_395.tif-1,True
,vol16_395.tif-3,False
,vol16_395.tif-2,False
CHAPEL,vol16_098.tif-3,True
DE VILLIERS,vol16_098.tif-2,True
,vol16_098.tif-1,False
MOUNT,vol16_098.tif-4,True
,vol16_216.tif-3,False
,vol16_216.tif-2,False
CROSS,vol16_216.tif-1,True
DE VILLIERS,vol16_216.tif-4,True
SMART,vol16_211.tif-1,True
CALEDON,vol16_211.tif-2,True
SMART,vol16_211.tif-3,True
CALEDON,vol16_211.tif-4,True
RUTGER,vol16_277.tif-4,True
SACKVILLE,vol16_277.tif-1,False
LONGMARKET,vol16_277.tif-2,True
,vol16_277.tif-3,False
SMART,vol16_062.tif-1,True
VREDE,vol16_062.tif-2,False
NILE,vol16_062.tif-3,True
CONSTITUTION,vol16_062.tif-4,True
MOUNT,vol16_016.tif-1,True
,vol16_333.tif-2,False
TENNANT,vol16_102.tif-3,True
CANNON,vol16_102.tif-2,True
ALBERT,vol16_102.tif-1,True
COVENTON,vol16_102.tif-4,False
,vol16_351.tif-4,False
EARTH,vol16_351.tif-1,False
CONSTITUTION,vol16_351.tif-3,True
CHAPEL,vol16_351.tif-2,True
,vol16_226.tif-2,False
DE VILLIERS,vol16_226.tif-3,True
KLIP,vol16_226.tif-1,False
LAVENDER,vol16_226.tif-4,True
DORP,vol16_334.tif-2,False
HANOVER,vol16_334.tif-3,True
ASPELING,vol16_334.tif-1,True
CONSTITUTION,vol16_334.tif-4,True
,vol16_268.tif-1,False
,vol16_268.tif-2,False
,vol16_268.tif-3,False
,vol16_268.tif-4,False
MARRIETTE,vol16_218.tif-4,False
KENT,vol16_379.tif-4,True
CLIFTON,vol16_218.tif-1,True
GRAND VIEW,vol16_379.tif-2,False
CANTERBURY,vol16_218.tif-3,False
CONSTITUTION,vol16_218.tif-2,True
UPPER CONSTITUTION,vol16_047.tif-3,True
CALEDON,vol16_047.tif-2,True
HORSTLEY,vol16_047.tif-1,True
HARRINGTON,vol16_093.tif-1,True
CONSTITUTION,vol16_093.tif-2,True
FRERE,vol16_047.tif-4,True
COWLEY,vol16_353.tif-4,True
PONTAC,vol16_353.tif-3,True
FRANCIS,vol16_353.tif-2,True
PRINCESS,vol16_353.tif-1,True
RUSSELL,vol16_022.tif-4,True
WILLIAM,vol16_272.tif-4,True
BRUCE,vol16_272.tif-1,True
CROSS,vol16_022.tif-1,True
WILLIAM,vol16_022.tif-2,True
WILLIAM,vol16_022.tif-3,True
SYDNEY,vol16_391.tif-1,False
,vol16_391.tif-3,False
UPPER ASHLEY,vol16_094.tif-4,True
COFFEE,vol16_094.tif-3,False
ROBINSON,vol16_094.tif-2,True
HIGH,vol16_094.tif-1,True
CANNON,vol16_330.tif-4,True
,vol16_330.tif-2,False
CANNON,vol16_330.tif-3,True
STIRLING,vol16_330.tif-1,True
HORSTLEY,vol16_213.tif-2,True
,vol16_213.tif-3,False
ROOS,vol16_213.tif-1,True
LOCH,vol16_386.tif-1,True
BRIDGE,vol16_213.tif-4,True
8th,vol16_386.tif-2,False
PRINSON,vol16_270.tif-4,False
STIRLING,vol16_270.tif-3,True
6TH,vol16_270.tif-2,False
WICHT,vol16_270.tif-1,True
,vol16_001.tif-1,False
GLYNN,vol16_001.tif-3,True
STONE,vol16_001.tif-2,True
CALEDON,vol16_001.tif-4,True
ARYE,vol16_217.tif-4,False
,vol16_378.tif-4,False
ARYE,vol16_217.tif-2,False
ARYE,vol16_217.tif-3,False
,vol16_217.tif-1,False
,vol16_101.tif-4,False
STUCKERIS,vol16_101.tif-1,True
,vol16_101.tif-2,False
,vol16_101.tif-3,False
CONSTITUTION,vol16_125.tif-4,True
CANTERBURY,vol16_125.tif-2,False
,vol16_125.tif-3,False
CANTERBURY,vol16_125.tif-1,False
HIGH,vol16_335.tif-4,True
FIFTH,vol16_335.tif-3,False
STIRLING,vol16_335.tif-2,True
ECKARD,vol16_335.tif-1,True
,vol16_302.tif-1,False
CONSTITUTION,vol16_302.tif-3,True
,vol16_302.tif-2,False
CONSTITUTION,vol16_302.tif-4,True
WILLIAM,vol16_257.tif-2,True
WICHT,vol16_257.tif-3,True
REGENT,vol16_257.tif-1,False
CAMBRIDGE,vol16_257.tif-4,True
WICHT,vol16_340.tif-4,True
CANTERBURY,vol16_340.tif-3,False
ROCHESTER,vol16_340.tif-2,True
KEPPEL,vol16_340.tif-1,False
PARLEIN,vol16_044.tif-4,False
LONGMARKET,vol16_382.tif-3,True
FRANCIS,vol16_382.tif-2,True
GODFREY,vol16_044.tif-1,True
HANOVER,vol16_044.tif-2,True
HANOVER,vol16_044.tif-3,True
ADAM,vol16_212.tif-4,False
,vol16_212.tif-3,False
KLIPFONTEIN,vol16_212.tif-2,False
ECKHARDT,vol16_212.tif-1,False
,vol16_247.tif-1,False
WILLIAMS,vol16_247.tif-3,False
UPPER ASHELY,vol16_247.tif-2,False
CANTERBURY,vol16_247.tif-4,False
ESSET,vol16_109.tif-4,False
LEE,vol16_109.tif-1,True
CONSTITUTION,vol16_109.tif-2,True
MILAN,vol16_109.tif-3,False
HARRINGTON,vol16_169.tif-4,True
SPRINGFIELD,vol16_169.tif-2,True
GRANDVIEWS,vol16_169.tif-3,False
,vol16_169.tif-1,False
STIRLING,vol16_365.tif-1,True
WILLIAM,vol16_365.tif-2,True
DUKE,vol16_365.tif-3,False
CLIFTON,vol16_365.tif-4,True
ASPELING,vol16_029.tif-3,True
ALBERT,vol16_029.tif-2,True
CONSTITUTION,vol16_029.tif-1,True
GRAND VUE,vol16_322.tif-4,False
BLYTH,vol16_322.tif-3,False
CONSTITUTION,vol16_322.tif-2,True
,vol16_322.tif-1,False
DEVILLIERS,vol16_029.tif-4,False
LESS,vol16_154.tif-2,False
MCGREGOR,vol16_154.tif-3,False
EATON,vol16_377.tif-3,False
DR ABDURAMAN,vol16_154.tif-1,False
SHEPPARD,vol16_377.tif-4,True
SACKVILLE,vol16_154.tif-4,False
AYRE,vol16_008.tif-4,True
CHATHAM,vol16_374.tif-4,True
CALEDON,vol16_374.tif-2,True
CONSTITUTION,vol16_008.tif-1,True
HORSTLEY,vol16_008.tif-2,True
DEVILLES,vol16_008.tif-3,False
SIR LOWRY,vol16_283.tif-1,True
CALEDON,vol16_283.tif-3,True
SIR LOWRY,vol16_283.tif-2,True
CONSTITUTION,vol16_283.tif-4,True
CONSTITUTION,vol16_278.tif-4,True
NEWMARKET,vol16_278.tif-3,False
MINK,vol16_278.tif-2,False
RUTGER,vol16_278.tif-1,True
PLYMOUTH,vol16_260.tif-1,True
,vol16_260.tif-2,False
RUTGER,vol16_260.tif-3,True
VINE,vol16_260.tif-4,False
,vol16_313.tif-3,False
CAMBRIDGE,vol16_313.tif-2,True
,vol16_313.tif-1,False
UPPER CANTERBURY,vol16_129.tif-1,False
CANTERBURY,vol16_129.tif-4,False
HANOVER,vol16_313.tif-4,True
LOCK,vol16_080.tif-4,False
CONSTITUTION,vol16_080.tif-1,True
SIR LOWRY,vol16_080.tif-2,True
WILLIAM,vol16_080.tif-3,True
,vol16_033.tif-2,False
SMART,vol16_033.tif-3,True
NEW MARKET,vol16_033.tif-1,True
CANTERBURY,vol16_033.tif-4,False
ASPELING,vol16_075.tif-1,True
SPRINGFIELD,vol16_075.tif-2,True
CONSTITUTION,vol16_075.tif-3,True
BALIMORAL,vol16_075.tif-4,True
,vol16_027.tif-4,False
PARKIN,vol16_027.tif-1,True
QUEEN,vol16_027.tif-3,True
,vol16_027.tif-2,False
HARRINGTON,vol16_084.tif-1,True
CHAPEL,vol16_084.tif-2,True
BALMORAL,vol16_084.tif-3,False
ALBERT,vol16_084.tif-4,True
,vol16_049.tif-4,False
ASPELING,vol16_049.tif-1,True
NILE,vol16_049.tif-3,True
HARRINGTON,vol16_049.tif-2,True
,vol16_329.tif-1,False
HARRINGTON,vol16_329.tif-2,True
BEANFORT,vol16_329.tif-3,False
CONSTITUTION,vol16_329.tif-4,True
,vol16_230.tif-3,False
LEE,vol16_230.tif-2,True
KENT,vol16_230.tif-1,True
CALEDON,vol16_317.tif-4,True
YARD,vol16_317.tif-3,False
WILLIAM,vol16_317.tif-2,True
HANOVER,vol16_317.tif-1,True
GYMPIE,vol16_230.tif-4,False
LOCH,vol16_345.tif-4,True
CHAPEL,vol16_345.tif-2,True
LAVENDER,vol16_345.tif-3,True
CHAPEL,vol16_345.tif-1,True
WICHT,vol16_269.tif-4,True
CALEDON,vol16_269.tif-1,True
LOCH,vol16_269.tif-3,True
CLYDE,vol16_269.tif-2,True
CHATHAM,vol16_338.tif-4,True
TENNANT,vol16_338.tif-2,True
,vol16_338.tif-3,False
WILLIAM,vol16_338.tif-1,True
GODFREY,vol16_224.tif-1,True
ROGER,vol16_224.tif-2,True
CALEDON,vol16_224.tif-3,True
CALEDON,vol16_224.tif-4,True
CHAMBERLAIN,vol16_382.tif-1,False
WILLIAMS,vol16_028.tif-4,False
ECKARD,vol16_028.tif-2,True
,vol16_028.tif-3,False
ECKARD,vol16_028.tif-1,True
ASPLING,vol16_165.tif-2,False
PARK,vol16_165.tif-3,False
UPPER CONSTITUTION,vol16_165.tif-1,True
SPRINGFIELD,vol16_234.tif-3,True
CONSTITUTION,vol16_234.tif-2,True
SEVEN OAKS,vol16_234.tif-1,False
OSBORNE,vol16_288.tif-4,True
UPPER ASHLEY,vol16_288.tif-2,True
UPPER ASHLEY,vol16_288.tif-3,True
GYMPIE,vol16_288.tif-1,False
VIRGINIA,vol16_382.tif-4,True
NILE,vol16_095.tif-2,True
STUCKERIS,vol16_095.tif-3,True
,vol16_095.tif-1,False
HORSTLEY,vol16_095.tif-4,True
SACKVILLE,vol16_328.tif-1,False
VIRGINIA,vol16_383.tif-4,True
,vol16_383.tif-1,False
CHAPEL,vol16_383.tif-2,True
CHAPEL,vol16_383.tif-3,True
WILLIAM,vol16_328.tif-2,True
MCGREGOR,vol16_300.tif-3,False
GREY,vol16_300.tif-2,False
EATON,vol16_300.tif-1,False
DE KORTES,vol16_300.tif-4,False
CHATHAM,vol16_359.tif-4,True
CONSTITUTION,vol16_359.tif-1,True
CHATHAM,vol16_359.tif-3,True
CHATHAM,vol16_359.tif-2,True
AYRE,vol16_005.tif-4,True
CALEDON,vol16_005.tif-1,True
YREDE,vol16_005.tif-3,False
COLLEGE,vol16_005.tif-2,True
WILLIAM,vol16_060.tif-2,True
CHESTER,vol16_060.tif-3,True
,vol16_060.tif-1,False
,vol16_060.tif-4,False
,vol16_192.tif-1,False
DE RODES,vol16_192.tif-2,False
WILLIAM,vol16_192.tif-3,True
CALEDON,vol16_192.tif-4,True
DE WAAL,vol16_118.tif-2,False
,vol16_118.tif-3,False
TENNANT,vol16_118.tif-1,True
,vol16_118.tif-4,False
STONE,vol16_245.tif-3,True
LELIEBLOEW,vol16_245.tif-2,False
LAVENDER,vol16_245.tif-1,True
WILLIAM,vol16_245.tif-4,True
PONTAC,vol16_007.tif-4,True
PEDERSEN,vol16_007.tif-3,True
WICHT,vol16_007.tif-2,True
CLIFTON,vol16_007.tif-1,True
ASPELING,vol16_020.tif-4,True
,vol16_058.tif-4,False
WINDSOR,vol16_058.tif-3,True
AYNE,vol16_058.tif-2,False
AYNE,vol16_058.tif-1,False
GRAY,vol16_020.tif-1,True
WILLIAM,vol16_135.tif-1,True
NILE,vol16_077.tif-3,True
OAK,vol16_135.tif-3,True
KITCHEN,vol16_135.tif-2,False
ROOS,vol16_135.tif-4,True
VAN DE LEUR,vol16_077.tif-4,True
PARK,vol16_106.tif-4,False
STONE,vol16_106.tif-3,True
,vol16_106.tif-2,False
,vol16_106.tif-1,False
ROOS,vol16_112.tif-1,True
,vol16_112.tif-2,False
VAN DER LEUR,vol16_112.tif-3,False
CONSTITUTION,vol16_112.tif-4,True
LEWIS,vol16_398.tif-4,True
CANNIN,vol16_398.tif-1,False
STIRLING,vol16_398.tif-2,True
CHESTER,vol16_398.tif-3,True
SMART,vol16_344.tif-3,True
HYDE,vol16_344.tif-2,True
SHEPPARD,vol16_344.tif-1,True
MARIGOLD,vol16_177.tif-4,False
OXFORD,vol16_177.tif-3,True
BROWN,vol16_177.tif-2,False
BRUCE,vol16_177.tif-1,True
,vol16_344.tif-4,False
RUSSELL,vol16_346.tif-1,True
COUST,vol16_346.tif-3,False
WINDSOR,vol16_346.tif-2,True
GODFREY,vol16_346.tif-4,True
ROELAND,vol16_056.tif-1,True
COLLEGE,vol16_056.tif-3,True
,vol16_056.tif-2,False
NAPIER,vol16_056.tif-4,False
DE VILLIERS,vol16_209.tif-3,True
HANOVER,vol16_209.tif-2,True
HANOVER,vol16_209.tif-1,True
SIR LOWRY,vol16_209.tif-4,True
BRYANT,vol16_319.tif-1,False
DUKE,vol16_319.tif-3,False
VREDE,vol16_319.tif-2,False
LONGMARKET,vol16_043.tif-3,True
CHATHAM,vol16_319.tif-4,True
VREDENDAL,vol16_043.tif-1,False
CONSTITUTION,vol16_146.tif-3,True
CHATHAM,vol16_146.tif-2,True
WILLIAM,vol16_146.tif-1,True
CALEDON,vol16_146.tif-4,True
GREY,vol16_104.tif-3,False
STONE,vol16_104.tif-2,True
HANOVER,vol16_289.tif-3,True
,vol16_289.tif-2,False
PLYMOUTH,vol16_289.tif-1,True
STIRLING,vol16_014.tif-4,True
,vol16_014.tif-3,False
QUEEN,vol16_014.tif-2,True
EXNER,vol16_014.tif-1,False
WILLIAM,vol16_289.tif-4,True
ST LEGER,vol16_179.tif-1,False
,vol16_179.tif-3,False
CHESTER,vol16_179.tif-2,True
AMSTERDAM,vol16_179.tif-4,False
HANOVER,vol16_156.tif-1,True
MOUNT,vol16_156.tif-2,True
SIR LOWRY,vol16_156.tif-3,True
CANTERBURY,vol16_156.tif-4,False
LOODS PLEIN,vol16_142.tif-4,False
RUGTER,vol16_142.tif-3,False
CHAPEL,vol16_142.tif-2,True
CANTERBURY,vol16_142.tif-1,False
WILLIAM,vol16_306.tif-4,True
HIERLING,vol16_306.tif-1,False
LEWIS,vol16_306.tif-3,True
ECKHARD,vol16_306.tif-2,False
VAN DE LEUR,vol16_074.tif-4,True
INVERY,vol16_074.tif-1,True
RUSSELL,vol16_074.tif-3,True
GLOUCESTER,vol16_074.tif-2,True
UPPER CONSTITUTION,vol16_220.tif-4,True
LEE,vol16_220.tif-1,True
PLYMOUTH,vol16_220.tif-2,True
,vol16_220.tif-3,False
HORSBERG,vol16_361.tif-4,False
RUSSELL,vol16_361.tif-1,True
CHESTER,vol16_361.tif-2,True
MARSDEN,vol16_361.tif-3,True
STONE,vol16_031.tif-1,True
SIR LOWRY,vol16_031.tif-2,True
DUKE,vol16_031.tif-3,False
COFFEE,vol16_031.tif-4,False
ROELAND,vol16_369.tif-1,True
TENNANT,vol16_369.tif-2,True
STIRLING,vol16_369.tif-3,True
GLYNN,vol16_243.tif-4,True
HARRINGTON,vol16_243.tif-1,True
WILLIAM,vol16_243.tif-3,True
,vol16_243.tif-2,False
UPPER ASHLEY,vol16_385.tif-2,True
MELBOURNE,vol16_385.tif-3,False
STONE,vol16_385.tif-1,True
DEUCHWONK,vol16_385.tif-4,False
,vol16_325.tif-1,False
,vol16_023.tif-1,False
SPRINGFIELD,vol16_023.tif-3,True
VAN DE LEUR,vol16_023.tif-2,True
NULTON,vol16_023.tif-4,False
TOBUIR ROAD,vol16_083.tif-3,False
,vol16_083.tif-2,False
SIR LOWRY,vol16_083.tif-1,True
ALBERT,vol16_172.tif-1,True
SIDNEY,vol16_020.tif-2,True
SACKVILLE,vol16_020.tif-3,False
UPPER ASHLEY,vol16_083.tif-4,True
CLATHAM,vol16_309.tif-4,False
MCKENZIE,vol16_309.tif-2,True
CONSTITUTION,vol16_309.tif-3,True
RAVEMERAIJ,vol16_309.tif-1,False
STUART,vol16_264.tif-4,False
RICHMOND,vol16_104.tif-4,True
OLYMPIC,vol16_104.tif-1,False
VIRGINIA,vol16_264.tif-1,True
ST PHILIP's,vol16_264.tif-2,False
AMSTERDAM,vol16_264.tif-3,False
,vol16_370.tif-2,False
,vol16_370.tif-3,False
,vol16_370.tif-1,False
RUTGER,vol16_370.tif-4,True
CALEDON,vol16_325.tif-4,True
SELBORNE,vol16_172.tif-4,False
CONSTITUTION,vol16_172.tif-2,True
PEDERSEN,vol16_172.tif-3,True
GODFREY,vol16_325.tif-2,True
MILAN,vol16_325.tif-3,False
PEDERSEN,vol16_364.tif-4,True
KITCHENER,vol16_364.tif-1,False
VAN DER LEUR,vol16_364.tif-3,False
CANNON,vol16_364.tif-2,True
DEVILLIERS,vol16_041.tif-4,False
,vol16_041.tif-1,False
VICTORIA,vol16_041.tif-3,False
OAK,vol16_041.tif-2,True
ROELAND,vol16_100.tif-1,True
,vol16_291.tif-1,False
PARKIN,vol16_100.tif-3,True
SELKIRK,vol16_100.tif-2,False
STONE,vol16_291.tif-4,True
,vol16_100.tif-4,False
VINE,vol16_228.tif-4,False
,vol16_011.tif-4,False
RUSSELL,vol16_011.tif-2,True
MCKENZIE,vol16_228.tif-1,True
LEE,vol16_228.tif-2,True
SIDNEY,vol16_011.tif-1,True
,vol16_119.tif-4,False
,vol16_119.tif-3,False
WILLIAM,vol16_119.tif-2,True
CONSTITUTION,vol16_119.tif-1,True
DE VIELIER,vol16_261.tif-4,False
,vol16_261.tif-1,False
DUKE,vol16_261.tif-3,False
PRINCESS,vol16_261.tif-2,True
,vol16_326.tif-3,False
,vol16_326.tif-2,False
PLYMOUTH,vol16_326.tif-1,True
,vol16_326.tif-4,False
SACKVILLE,vol16_321.tif-1,False
STIRLING,vol16_321.tif-2,True
CHATHAM,vol16_321.tif-3,True
ST THOMAS,vol16_321.tif-4,False
ROCHESTER,vol16_252.tif-3,True
BALMORAL,vol16_252.tif-2,False
CALEDON,vol16_252.tif-1,True
WATERKANT,vol16_252.tif-4,False
ELKHARDT,vol16_248.tif-2,False
,vol16_248.tif-3,False
LOCH,vol16_248.tif-1,True
,vol16_248.tif-4,False
PARLEIN,vol16_045.tif-1,False
ROOS,vol16_279.tif-3,True
WILLIAM,vol16_045.tif-3,True
WILLIAM,vol16_045.tif-2,True
ASPELING,vol16_045.tif-4,True
CANNON,vol16_279.tif-4,True
PETERSEN,vol16_324.tif-1,False
DUKE,vol16_324.tif-3,False
,vol16_076.tif-4,False
CHESTER,vol16_076.tif-3,True
SPRINGFIELD,vol16_076.tif-2,True
BALIMORAL,vol16_076.tif-1,True
,vol16_092.tif-1,False
PARK,vol16_092.tif-3,False
OXFORD,vol16_092.tif-2,True
WILLIAM,vol16_092.tif-4,True
,vol16_200.tif-4,False
CHATHAN,vol16_200.tif-2,False
ROCHESTER,vol16_200.tif-3,True
HORSTLEY,vol16_200.tif-1,True
VERNON,vol16_229.tif-1,True
SIR LOWRY,vol16_207.tif-4,True
,vol16_229.tif-3,False
,vol16_229.tif-2,False
NEMESIA,vol16_207.tif-1,False
ECKARD,vol16_229.tif-4,True
11TH AVENUE,vol16_207.tif-3,False
11TH AVENUE,vol16_207.tif-2,False
COFFEE,vol16_152.tif-4,False
CAMBRIDGE,vol16_152.tif-1,True
MCKENZIE,vol16_152.tif-2,True
ROBINSON,vol16_152.tif-3,True
ARUNDEL,vol16_148.tif-4,True
,vol16_148.tif-1,False
DE VILLIERS,vol16_148.tif-3,True
HORSTLEY,vol16_148.tif-2,True
CALEDON,vol16_204.tif-2,True
CALEDON,vol16_204.tif-3,True
,vol16_204.tif-1,False
STIRLING,vol16_204.tif-4,True
QUEEN,vol16_009.tif-1,True
LEE,vol16_009.tif-3,True
UPPER ASHLEY,vol16_009.tif-2,True
ST.PHILLIPS,vol16_009.tif-4,False
CALEDON,vol16_163.tif-1,True
ASPELING,vol16_163.tif-2,True
WILLIAMS,vol16_173.tif-3,False
NILE,vol16_173.tif-2,True
CAMBRIDGE,vol16_173.tif-1,True
PERTH,vol16_173.tif-4,True
,vol16_171.tif-1,False
BEYES,vol16_171.tif-3,False
CONSTITUTION,vol16_171.tif-2,True
TENNANT,vol16_171.tif-4,True
ROBINSON,vol16_035.tif-2,True
VAN DE LEUR,vol16_035.tif-3,True
LEE,vol16_314.tif-1,True
ADAM,vol16_314.tif-2,False
BLYTHE,vol16_314.tif-3,True
,vol16_314.tif-4,False
DENNE,vol16_358.tif-1,False
MILLAN,vol16_291.tif-2,True
HYDE,vol16_291.tif-3,True
BALFOUR,vol16_377.tif-1,True
DUKE,vol16_180.tif-1,False
,vol16_396.tif-3,False
UPPER ASHLEY,vol16_180.tif-3,True
GLOUCESTER,vol16_180.tif-2,True
UPPER ASHLEY,vol16_180.tif-4,True
SECOND,vol16_396.tif-4,False
,vol16_116.tif-4,False
RICHMOND,vol16_377.tif-2,True
LAVENDER,vol16_116.tif-1,True
WILLIAM,vol16_116.tif-2,True
,vol16_116.tif-3,False
DE VILLIERS,vol16_397.tif-4,True
HORSBURG,vol16_397.tif-3,False
DE KORTE,vol16_397.tif-2,True
HIGH,vol16_397.tif-1,True
CALEDON,vol16_088.tif-4,True
UPPER NELSON,vol16_088.tif-1,False
ECKHARD,vol16_088.tif-2,False
WILLIAM,vol16_088.tif-3,True
KIPLING,vol16_231.tif-1,False
RUSSELL,vol16_374.tif-3,True
ROELAND,vol16_010.tif-3,True
ALBERT,vol16_010.tif-2,True
,vol16_010.tif-1,False
GODFREY,vol16_010.tif-4,True
CALEDON,vol16_012.tif-1,True
,vol16_012.tif-3,False
,vol16_012.tif-2,False
GRAY,vol16_012.tif-4,True
STONE,vol16_011.tif-3,True
ROGER,vol16_237.tif-1,True
JOHNSON,vol16_237.tif-2,True
AYRE,vol16_237.tif-3,True
ASHLEY,vol16_237.tif-4,True
DOVER,vol16_228.tif-3,True
PARKIN,vol16_368.tif-3,True
DE VILLIERS,vol16_368.tif-2,True
MOUNT,vol16_367.tif-2,True
HANOVER,vol16_367.tif-3,True
CHURCH,vol16_367.tif-1,False
WEAVER,vol16_367.tif-4,False
UPPER ASHLEY,vol16_184.tif-4,True
OAK,vol16_184.tif-1,True
BALMORAL,vol16_184.tif-3,False
CONSTITUTION,vol16_184.tif-2,True
WISHT,vol16_079.tif-4,False
MCGREGOR,vol16_079.tif-1,False
PRINCESS,vol16_079.tif-2,True
UPPER CONSTITUTION,vol16_079.tif-3,True
FRANCIS,vol16_071.tif-4,True
SACKVILLE,vol16_222.tif-4,False
ADAM,vol16_222.tif-2,False
HIGH,vol16_222.tif-3,True
AYNE,vol16_071.tif-2,False
DE VILLIERS,vol16_222.tif-1,True
ASPELING,vol16_123.tif-1,True
WILLIAM,vol16_123.tif-2,True
