Row,File,Number,Name,Type,Other,City,Updated,Match,D6?,
211,vol16_053.tif-3,16,MC GREGOR,STREET,,CAPE TOWN,True,True,
212,vol16_053.tif-4,109,CANTURBURY,STREET,,CAPE TOWN,True,True,
213,vol16_054.tif-1,42,ALBERT,ROAD,,CAPE TOWN,,True,
214,vol16_054.tif-2,5,OXFORD,STREET,,CAPE TOWN,,True,
215,vol16_054.tif-3,22,PRIMROSE,STREET,,CAPE TOWN,,True,
216,vol16_054.tif-4,81,TENNANT,STREET,,CAPE TOWN,,True,
217,vol16_055.tif-1,81,TENNANT,STREET,,CAPE TOWN,,True,
218,vol16_055.tif-2,81,TENNANT,STREET,,CAPE TOWN,,True,
219,vol16_055.tif-3,10,COFFEE,LANE,,CAPE TOWN,,,
220,vol16_055.tif-4,10,COFFEE,LANE,,CAPE TOWN,,,
221,vol16_056.tif-1,28,ROELAND,STREET,,CAPE TOWN,,True,
222,vol16_056.tif-2,,ASPELING,,,,True,True,
223,vol16_056.tif-3,8,COLLEGE,STREET,,CAPE TOWN,,True,
224,vol16_056.tif-4,49,NAPIER,STREET,,CAPE TOWN,,,
225,vol16_057.tif-1,3,MARSDEN,ROAD,,WALMER ESTATE CAPE TOWN,,True,N
226,vol16_057.tif-2,55,MOUNT,STREET,,CAPE TOWN,,True,
227,vol16_057.tif-3,43,WILLIAM,STREET,,CAPE TOWN,,True,
228,vol16_057.tif-4,136,CALEDON,STREET,,CAPE TOWN,,True,
229,vol16_058.tif-1,24,AYRE,STREET,,CAPE TOWN,True,True,
230,vol16_058.tif-2,24,AYRE,STREET,,CAPE TOWN,True,True,
231,vol16_058.tif-3,6,WINDSOR,STREET,,CAPE TOWN,,True,
232,vol16_058.tif-4,"""COLINDALE""",ASPELING,,HAZENDAL ESTATE,??,True,True,N
233,vol16_059.tif-1,30,PARKIN,STREET,,CAPE TOWN,,True,
234,vol16_059.tif-2,15,DE VILLIERS,STREET,,CAPE TOWN,True,True,
235,vol16_059.tif-3,33,MILTON,STREET,,CAPE TOWN,,,
236,vol16_059.tif-4,2A,RICHMOND,STREET,,CAPE TOWN,,True,
237,vol16_060.tif-1,6,ASPELING,,BLOEMHOF FLATS,CAPE TOWN,True,True,
238,vol16_060.tif-2,59,WILLIAM,STREET,,CAPE TOWN,,True,
239,vol16_060.tif-3,11,CHESTER,ROAD,,CAPE TOWN,,True,
240,vol16_060.tif-4,295,ASPELING,,BLOEMHOF FLATS,CAPE TOWN,True,True,
241,vol16_061.tif-1,104,UPPER ASHLEY,STREET,,CAPE TOWN,,True,
242,vol16_061.tif-2,1,SMART,STREET,,CAPE TOWN,,True,
243,vol16_061.tif-3,18,KENT,STREET,,CAPE TOWN,,True,
244,vol16_061.tif-4,8,GRAY,STREET,,WOODSTOCK,True,True,N
245,vol16_062.tif-1,8,SMART,LANE,,CAPE TOWN,,True,
246,vol16_062.tif-2,9,VREDE,STREET,,CAPE TOWN,,,
247,vol16_062.tif-3,17 A,NILE,STREET,,CAPE TOWN,,True,
248,vol16_062.tif-4,65,CONSTITUTION,STREET,,CAPE TOWN,,True,
249,vol16_063.tif-1,1,AYRE,STREET,,CAPE TOWN,True,True,
250,vol16_063.tif-2,5,CONSTITUTION,STREET,FLATS,CAPE TOWN,,True,
251,vol16_063.tif-3,15 A,JAMIESON,STREET,,CAPE TOWN,,,
252,vol16_063.tif-4,20,IRENE,STREET,,CAPE TOWN,,,
253,vol16_064.tif-1,75,WILLIAM,STREET,,CAPE TOWN,,True,
254,vol16_064.tif-2,63,LEE,STREET,,CAPE TOWN,,True,
255,vol16_064.tif-3,48,GRAY,STREET,,CAPE TOWN,,True,
256,vol16_064.tif-4,14,ST LEDGER,STREET,,CAPE TOWN,,,
257,vol16_065.tif-1,52,SHEPPARD,STREET,,CAPE TOWN,,True,
258,vol16_065.tif-2,50,ASPELING,,BLOEMHOF FLATS,CAPE TOWN,True,True,
259,vol16_065.tif-3,339,HANOVER,STREET,,CAPE TOWN,,True,
260,vol16_065.tif-4,24,AYRE,STREET,,CAPE TOWN,,True,
261,vol16_066.tif-1,8,SMART,LANE,,CAPE TOWN,,True,
262,vol16_066.tif-2,114,CHAPEL,STREET,,CAPE TOWN,,True,
263,vol16_066.tif-3,27,VIRGINIA,STREET,,CAPE TOWN,,True,
264,vol16_066.tif-4,75,ASPELING,STREET,,CAPE TOWN,,True,
265,vol16_067.tif-1,283,ASPELING,,BLOEMHOF FLATS,CAPE TOWN,True,True,
266,vol16_067.tif-2,59,WILLIAM,STREET,,CAPE TOWN,,True,
267,vol16_067.tif-3,98,STONE,STREET,,CAPE TOWN,,True,
268,vol16_067.tif-4,4,LAVENDER,HILL,,CAPE TOWN,,True,
269,vol16_068.tif-1,13,GRANT,STREET,,OBSERVATORY,,,N
270,vol16_068.tif-2,72,QUEEN,ROAD,,"WALMER ESTATE, CAPE TOWN",True,True,N
271,vol16_068.tif-3,30,WORCESTER,ROAD,,CAPE TOWN,,True,
272,vol16_068.tif-4,"""DAWN""",ALBERT,ROAD,,LANSDOWNE,,True,N
273,vol16_069.tif-1,8,SACKSVILLE,STREET,,CAPE TOWN,True,True,
274,vol16_069.tif-2,75,WILLIAM,STREET,,CAPE TOWN,,True,
275,vol16_069.tif-3,,MOUNT,STREET,,CAPE TOWN,,True,
276,vol16_069.tif-4,43,LOCH,ROAD,,RONDEBOSCH,,True,N
277,vol16_070.tif-1,37,ST SISOM,ROAD,,ATHLONE,,,N
278,vol16_070.tif-2,38,DE KORTE,STREET,,CAPE TOWN,,True,
279,vol16_070.tif-3,217,CALEDON,STREET,,CAPE TOWN,,True,
280,vol16_070.tif-4,5,STIRLING,STREET,,CAPE TOWN,,True,
281,vol16_071.tif-1,20,WINDSOR,STREET,,CAPE TOWN,,True,
282,vol16_071.tif-2,24,AYRE,STREET,FLAT 3,CAPE TOWN,True,True,
283,vol16_071.tif-3,6,LAVENDER HILL,,,CAPE TOWN,,,
284,vol16_071.tif-4,92,FRANCIS,STREET,,CAPE TOWN,,True,
285,vol16_072.tif-1,18,PRIMROSE,STREET,,CAPE TOWN,,True,
286,vol16_072.tif-2,43,LONGMARKET,STREET,,CAPE TOWN,,True,
287,vol16_072.tif-3,48,IRENE,STREET,,CAPE TOWN,,,
288,vol16_072.tif-4,18,PRIMROSE,STREET,,CAPE TOWN,,True,
289,vol16_073.tif-1,24B,PONTAC,STREET,,CAPE TOWN,True,True,
290,vol16_073.tif-2,65,ASPELING,STREET,,CAPE TOWN,,True,
291,vol16_073.tif-3,142,ASPELING,,BLOEMHOF FLATS,CAPE TOWN,True,True,
292,vol16_073.tif-4,83,ROGER,STREET,,CAPE TOWN,,True,
293,vol16_074.tif-1,1,INVERY,PLACE,,CAPE TOWN,,True,
294,vol16_074.tif-2,16,GLOUCESTER,ROAD,,CAPE TOWN,,True,
295,vol16_074.tif-3,15,RUSSELL,STREET,,CAPE TOWN,,True,
296,vol16_074.tif-4,78,VAN DE LEUR,STREET,,CAPE TOWN,,True,
297,vol16_075.tif-1,3,ASPELING,STREET,,CAPE TOWN,,True,
298,vol16_075.tif-2,7,SPRINGFIELD,STREET,,CAPE TOWN,,True,
299,vol16_075.tif-3,134,CONSTITUTION,STREET,,CAPE TOWN,,True,
300,vol16_075.tif-4,46,BALIMORAL,STREET,,CAPE TOWN,,True,
301,vol16_076.tif-1,46,BALIMORAL,STREET,,,,True,
302,vol16_076.tif-2,7,SPRINGFIELD,STREET,,,,True,
303,vol16_076.tif-3,56,CHESTER,ROAD,,WALMER ESTATE,,True,N
304,vol16_076.tif-4,1,ASPELING,,PALYTHE FLATS,,True,True,
305,vol16_077.tif-1,183,CALEDON,COURT,,CAPE TOWN,,True,
306,vol16_077.tif-2,32,NILE,STREET,,CAPE TOWN,,True,
307,vol16_077.tif-3,33,NILE,STREET,,CAPE TOWN,,True,
308,vol16_077.tif-4,5,VAN DE LEUR,STREET,,CAPE TOWN,,True,
309,vol16_078.tif-1,39,ASPELING,,BLOEMHOF FLATS,CAPE TOWN,True,True,
310,vol16_078.tif-2,71,ASPELING,,BLOEMHOF FLATS,CAPE TOWN,True,True,
311,vol16_078.tif-3,52,ASPELING,,BLOEMHOF FLATS,CAPE TOWN,True,True,
312,vol16_078.tif-4,29,CANTURBURY,STREET,,CAPE TOWN,True,True,
313,vol16_079.tif-1,8,MC GREGOR,STREET,,CAPE TOWN,True,True,
314,vol16_079.tif-2,7,PRINCESS,STREET,,CAPE TOWN,,True,
315,vol16_079.tif-3,164,UPPER CONSTITUTION,STREET,,CAPE TOWN,,True,
316,vol16_079.tif-4,38,WICHT,STREET,,CAPE TOWN,True,True,
317,vol16_080.tif-1,102,CONSTITUTION,STREET,,CAPE TOWN,,True,
318,vol16_080.tif-2,106,SIR LOWRY,ROAD,,CAPE TOWN,,True,
319,vol16_080.tif-3,48,WILLIAM,STREET,,CAPE TOWN,,True,
320,vol16_080.tif-4,11,LOCH,STREET,,CAPE TOWN,True,True,
321,vol16_081.tif-1,61,TENNANT,STREET,,CAPE TOWN,,True,
322,vol16_081.tif-2,,ASPELING,,FLAT 9 BLOCK 14,Q TOWN,True,True,N
323,vol16_081.tif-3,189,CALEDON,STREET,,CAPE TOWN,,True,
324,vol16_081.tif-4,159,ASPELING,,BLOEMHOF FLATS,CAPE TOWN,True,True,
325,vol16_082.tif-1,14,SACKSVILLE,STREET,,CAPE TOWN,True,True,
326,vol16_082.tif-2,41,CONSTITUTION,STREET,,CAPE TOWN,,True,
327,vol16_082.tif-3,98,ASPELING,STREET,,CAPE TOWN,,True,
328,vol16_082.tif-4,9,WORCESTER,STREET,,"WALMER ESTATE, CAPE TOWN",,True,N
329,vol16_083.tif-1,157A,SIR LOWRY,ROAD,,CAPE TOWN,,True,
330,vol16_083.tif-2,100,ASPELING,,BLOEMHOF FLATS,CAPE TOWN,True,True,
331,vol16_083.tif-3,,TOBUIR ROAD,ROAD,"""THALS COTTAGES""",CONSTANTIA,,,N
332,vol16_083.tif-4,64,UPPER ASHLEY,STREET,,CAPE TOWN,,True,
333,vol16_084.tif-1,128,HARRINGTON,STREET,,CAPE TOWN,,True,
