OBJECTID,Id,StrNo,StrName,StrType,Unresolved,Address
530,0,14,ASPELING,STREET,,14 ASPELING
531,0,16,ASPELING,STREET,,16 ASPELING
532,0,18,ASPELING,STREET,,18 ASPELING
533,0,20,ASPELING,STREET,,20 ASPELING
534,0,22,ASPELING,STREET,,22 ASPELING
535,0,24,ASPELING,STREET,,24 ASPELING
536,0,30,ASPELING,STREET,,30 ASPELING
537,0,42,ASPELING,STREET,,42 ASPELING
538,0,46,ASPELING,STREET,,46 ASPELING
539,0,48,ASPELING,STREET,,48 ASPELING
540,0,50,ASPELING,STREET,,50 ASPELING
541,0,52,ASPELING,STREET,,52 ASPELING
542,0,54,ASPELING,STREET,,54 ASPELING
543,0,56,ASPELING,STREET,,56 ASPELING
544,0,32,ASPELING,STREET,,32 ASPELING
545,0,21,ASPELING,STREET,,21 ASPELING
546,0,19,ASPELING,STREET,,19 ASPELING
547,0,4,PONTAC,STREET,,4 PONTAC
548,0,6,PONTAC,STREET,,6 PONTAC
549,0,8,PONTAC,STREET,,8 PONTAC
550,0,16,LESAR,STREET,,16 LESAR
551,0,1,PONTAC,STREET,,1 PONTAC
552,0,3,PONTAC,STREET,,3 PONTAC
553,0,5,PONTAC,STREET,,5 PONTAC
554,0,7,PONTAC,STREET,,7 PONTAC
555,0,19,PONTAC,STREET,,19 PONTAC
556,0,17,PONTAC,STREET,,17 PONTAC
557,0,29,PONTAC,STREET,,29 PONTAC
558,0,34,PONTAC,STREET,,34 PONTAC
559,0,32,PONTAC,STREET,,32 PONTAC
560,0,11,JOHNSON,STREET,,11 JOHNSON
561,0,12,JOHNSON,STREET,,12 JOHNSON
562,0,14,JOHNSON,STREET,,14 JOHNSON
563,0,16,JOHNSON,STREET,,16 JOHNSON
564,0,35,REFORM,STREET,,35 REFORM
565,0,37,REFORM,STREET,,37 REFORM
566,0,42,REFORM,STREET,,42 REFORM
567,0,44,REFORM,STREET,,44 REFORM
568,0,46,REFORM,STREET,,46 REFORM
569,0,48,REFORM,STREET,,48 REFORM
570,0,50,REFORM,STREET,,50 REFORM
571,0,52,REFORM,STREET,,52 REFORM
572,0,30,REFORM,STREET,,30 REFORM
573,0,17,LEE,STREET,,17 LEE
574,0,2,HAMILTON,STREET,,2 HAMILTON
575,0,6,DE VILLIERS,STREET,,6 DE VILLIERS
576,0,4,HAMILTON,STREET,,4 HAMILTON
577,0,3,HAMILTON,STREET,,3 HAMILTON
578,0,4,DE VILLIERS,STREET,,4 DE VILLIERS
579,0,2,DE VILLIERS,STREET,,2 DE VILLIERS
580,0,40,WILLIAM,STREET,,40 WILLIAM
581,0,38,WILLIAM,STREET,,38 WILLIAM
582,0,47,DE KORTE,STREET,,47 DE KORTE
583,0,39,DE KORTE,STREET,,39 DE KORTE
584,0,37,DE KORTE,STREET,,37 DE KORTE
585,0,44,DE KORTE,STREET,,44 DE KORTE
586,0,45,DE KORTE,STREET,,45 DE KORTE
587,0,14,DE VILLIERS,STREET,,14 DE VILLIERS
588,0,12,DE VILLIERS,STREET,,12 DE VILLIERS
589,0,38,DE KORTE,STREET,,38 DE KORTE
590,0,36,DE KORTE,STREET,,36 DE KORTE
591,0,34,DE KORTE,STRREET,,34 DE KORTE
592,0,22,DE VILLIERS,STREET,,22 DE VILLIERS
593,0,20A,DE VILLIERS,STREET,,20A DE VILLIERS
594,0,20,DE VILLIERS,STREET,,20 DE VILLIERS
595,0,17,DE VILLIERS,STREET,,17 DE VILLIERS
596,0,16,DE VILLIERS,STREET,,16 DE VILLIERS
597,0,7,DE VILLIERS,STREET,,7 DE VILLIERS
598,0,15,DE VILLIERS,STREET,,15 DE VILLIERS
599,0,8,DE VILLIERS,STREET,,8 DE VILLIERS
600,0,19,DE VILLIERS,STREET,,19 DE VILLIERS
601,0,18,DE VILLIERS,STREET,,18 DE VILLIERS
602,0,81,CONSTITUTION,STREET,,81 CONSTITUTION
603,0,85,CONSTITUTION,STREET,,85 CONSTITUTION
604,0,83,CONSTITUTION,STREET,,83 CONSTITUTION
605,0,88,CONSTITUTION,STREET,,88 CONSTITUTION
606,0,87,CONSTITUTION,STREET,,87 CONSTITUTION
607,0,89,CONSTITUTION,STREET,,89 CONSTITUTION
608,0,14,MCGREGOR,STREET,,14 MCGREGOR
609,0,16,MCGREGOR,STREET,,16 MCGREGOR
610,0,20,MCGREGOR,STREET,,20 MCGREGOR
611,0,22,MCGREGOR,STREET,,22 MCGREGOR
612,0,24,MCGREGOR,STREET,,24 MCGREGOR
613,0,26,MCGREGOR,STREET,,26 MCGREGOR
614,0,105,CONSTITUTION,STREET,,105 CONSTITUTION
615,0,101,CONSTITUTION,STREET,,101 CONSTITUTION
616,0,98,CONSTITUTION,STREET,,98 CONSTITUTION
617,0,97,CONSTITUTION,STREET,,97 CONSTITUTION
618,0,95,CONSTITUTION,STREET,,95 CONSTITUTION
619,0,91,CONSTITUTION,STREET,,91 CONSTITUTION
620,0,99,CONSTITUTION,STREET,,99 CONSTITUTION
621,0,93,CONSTITUTION,STREET,,93 CONSTITUTION
622,0,107,CONSTITUTION,STREET,,107 CONSTITUTION
623,0,109,CONSTITUTION,STREET,,109 CONSTITUTION
624,0,144,CONSTITUTION,STREET,,144 CONSTITUTION
625,0,146,CONSTITUTION,STREET,,146 CONSTITUTION
626,0,140,CONSTITUTION,STREET,,140 CONSTITUTION
627,0,142,CONSTITUTION,STREET,,142 CONSTITUTION
628,0,138,CONSTITUTION,STREET,,138 CONSTITUTION
629,0,136,CONSTITUTION,STREET,,136 CONSTITUTION
630,0,43,SACKSVILLE,STREET,,43 SACKSVILLE
631,0,17,VINCENT,STREET,,17 VINCENT
632,0,15,VINCENT,STREET,,15 VINCENT
633,0,13,VINCENT,STREET,,13 VINCENT
634,0,11,VINCENT,STREET,,11 VINCENT
635,0,9,VINCENT,STREET,,9 VINCENT
636,0,7,VINCENT,STREET,,7 VINCENT
637,0,19,VINCENT,STREET,,19 VINCENT
638,0,21,VINCENT,STREET,,21 VINCENT
639,0,23,VINCENT,STREET,,23 VINCENT
640,0,52,DE VILLIERS,STREET,,52 DE VILLIERS
641,0,50,DE VILLIERS,STREET,,50 DE VILLIERS
642,0,48,DE VILLIERS,STREET,,48 DE VILLIERS
643,0,28,SACKSVILLE,STREET,,28 SACKSVILLE
644,0,26,SACKSVILLE,STREET,,26 SACKSVILLE
645,0,77,CONSTITUTION,STREET,,77 CONSTITUTION
646,0,22A,DE VILLIERS,STREET,,22A DE VILLIERS
647,0,75,CONSTITUTION,STREET,,75 CONSTITUTION
648,0,75,CONSTITUTION,STREET,,75 CONSTITUTION
649,0,32,DE KORTE,STREET,,32 DE KORTE
650,0,30,DE KORTE,STREET,,30 DE KORTE
651,0,28,DE KORTE,STREET,,28 DE KORTE
652,0,26,DE KORTE,STREET,,26 DE KORTE
653,0,24,DE KORTE,STREET,,24 DE KORTE
654,0,22,DE KORTE,STREET,,22 DE KORTE
655,0,20,DE KORTE,STREET,,20 DE KORTE
656,0,54,DE VILLIERS,STREET,,54 DE VILLIERS
657,0,56,DE VILLIERS,STREET,,56 DE VILLIERS
658,0,58,DE VILLIERS,STREET,,58 DE VILLIERS
659,0,17,STIRLING,STREET,,17 STIRLING
660,0,15,STIRLING,STREET,,15 STIRLING
661,0,11,STIRLING,STREET,,11 STIRLING
662,0,24,STIRLING,STREET,,24 STIRLING
663,0,22,STIRLING,STREET,,22 STIRLING
664,0,20,STIRLING,STREET,,20 STIRLING
665,0,16,STIRLING,STREET,,16 STIRLING
666,0,14,STIRLING,STREET,,14 STIRLING
667,0,12,STIRLING,STREET,,12 STIRLING
668,0,10,STIRLING,STREET,,10 STIRLING
669,0,64,DE VILLIERS,STREET,,64 DE VILLIERS
670,0,66,DE VILLIERS,STREET,,66 DE VILLIERS
671,0,68,DE VILLIERS,STREET,,68 DE VILLIERS
672,0,70,DE VILLIERS,STREET,,70 DE VILLIERS
673,0,72,DE VILLIERS,STREET,,72 DE VILLIERS
674,0,74,DE VILLIERS,STREET,,74 DE VILLIERS
675,0,5,ROBINSON,STREET,,5 ROBINSON
676,0,3,ROBINSON,STREET,,3 ROBINSON
677,0,1,ROBINSON,STREET,,1 ROBINSON
678,0,51,MCKENZIE,STREET,,51 MCKENZIE
679,0,49,MCKENZIE,STREET,,49 MCKENZIE
680,0,47,MCKENZIE,STREET,,47 MCKENZIE
681,0,84,DE VILLIERS,STREET,,84 DE VILLIERS
682,0,82,DE VILLIERS,STREET,,82 DE VILLIERS
683,0,80,DE VILLIERS,STREET,,80 DE VILLIERS
684,0,59,MCKENZIE,STREET,,59 MCKENZIE
685,0,63,MCKENZIE,STREET,,63 MCKENZIE
686,0,61,MCKENZIE,STREET,,61 MCKENZIE
687,0,57,MCKENZIE,STREET,,57 MCKENZIE
688,0,55,MCKENZIE,STREET,,55 MCKENZIE
689,0,33,STIRLING,STREET,,33 STIRLING
690,0,31,STIRLING,STREET,,31 STIRLING
691,0,29,STIRLING,STREET,,29 STIRLING
692,0,21,STIRLING,STREET,,21 STIRLING
693,0,19,STIRLING,STREET,,19 STIRLING
694,0,64,SACKSVILLE,STREET,,64 SACKSVILLE
695,0,62,SACKSVILLE,STREET,,62 SACKSVILLE
696,0,60,SACKSVILLE,STREET,,60 SACKSVILLE
697,0,58,SACKSVILLE,STREET,,58 SACKSVILLE
698,0,56,SACKSVILLE,STREET,,56 SACKSVILLE
699,0,54,SACKSVILLE,STREET,,54 SACKSVILLE
700,0,52,SACKSVILLE,STREET,,52 SACKSVILLE
701,0,50,SACKSVILLE,STREET,,50 SACKSVILLE
702,0,20,BIRCHINGTON,ROAD,,20 BIRCHINGTON
703,0,18,BIRCHINGTON,ROAD,,18 BIRCHINGTON
704,0,14,BIRCHINGTON,ROAD,,14 BIRCHINGTON
705,0,12,BIRCHINGTON,ROAD,,12 BIRCHINGTON
706,0,10,BIRCHINGTON,ROAD,,10 BIRCHINGTON
707,0,8,BIRCHINGTON,ROAD,,8 BIRCHINGTON
708,0,6,BIRCHINGTON,ROAD,,6 BIRCHINGTON
709,0,125,CONSTITUTION,STREET,,125 CONSTITUTION
710,0,23,PROSPECT,AVENUE,,23 PROSPECT
711,0,21,PROSPECT,AVENUE,,21 PROSPECT
712,0,19,PROSPECT,AVENUE,,19 PROSPECT
713,0,17,PROSPECT,AVENUE,,17 PROSPECT
714,0,15,PROSPECT,AVENUE,,15 PROSPECT
715,0,13,PROSPECT,AVENUE,,13 PROSPECT
716,0,13,SMART,STREET,,13 SMART
717,0,11,SMART,STREET,,11 SMART
718,0,18,SMART,STREET,,18 SMART
719,0,16,SMART,STREET,,16 SMART
720,0,14,SMART,STREET,,14 SMART
721,0,15,SMART,STREET,,15 SMART
722,0,17,SMART,STREET,,17 SMART
723,0,121,SMART,STREET,,121 SMART
724,0,123,ALBERT,STREET,,123 ALBERT
725,0,30,ALBERT,STREET,,30 ALBERT
726,0,28,ALBERT,STREET,,28 ALBERT
727,0,26,ALBERT,STREET,,26 ALBERT
728,0,24,ALBERT,STREET,,24 ALBERT
729,0,22,ALBERT,STREET,,22 ALBERT
730,0,20,ALBERT,STREET,,20 ALBERT
731,0,166,UPPER CONSTITUTION,STREET,,166 UPPER CONSTITUTION
732,0,164,UPPER CONSTITUTION,STREET,,164 UPPER CONSTITUTION
733,0,162,UPPER CONSTITUTION,STREET,,162 UPPER CONSTITUTION
734,0,160,UPPER CONSTITUTION,STREET,,160 UPPER CONSTITUTION
735,0,158,UPPER CONSTITUTION,STREET,,158 UPPER CONSTITUTION
736,0,156,UPPER CONSTITUTION,STREET,,156 UPPER CONSTITUTION
737,0,17,FAWLEY,TERRACE,,17 FAWLEY
738,0,16,FAWLEY,TERRACE,,16 FAWLEY
739,0,15,FAWLEY,TERRACE,,15 FAWLEY
740,0,14,FAWLEY,TERRACE,,14 FAWLEY
741,0,13,FAWLEY,TERRACE,,13 FAWLEY
742,0,12,FAWLEY,TERRACE,,12 FAWLEY
743,0,11,FAWLEY,TERRACE,,11 FAWLEY
744,0,10,FAWLEY,TERRACE,,10 FAWLEY
745,0,9,FAWLEY,TERRACE,,9 FAWLEY
746,0,8,FAWLEY,TERRACE,,8 FAWLEY
747,0,7,FAWLEY,TERRACE,,7 FAWLEY
748,0,6,FAWLEY,TERRACE,,6 FAWLEY
749,0,5,FAWLEY,TERRACE,,5 FAWLEY
750,0,4,FAWLEY,TERRACE,,4 FAWLEY
751,0,3,FAWLEY,TERRACE,,3 FAWLEY
752,0,2,FAWLEY,TERRACE,,2 FAWLEY
753,0,1,FAWLEY,TERRACE,,1 FAWLEY
754,0,125,UPPER CONSTITUTION,STREET,,125 UPPER CONSTITUTION
755,0,27,ALBERT,STREET,,27 ALBERT
756,0,25,ALBERT,STREET,,25 ALBERT
757,0,23,ALBERT,STREET,,23 ALBERT
758,0,17,ALBERT,STREET,,17 ALBERT
759,0,15,ALBERT,STREET,,15 ALBERT
760,0,13,ALBERT,STREET,,13 ALBERT
761,0,11,ALBERT,STREET,,11 ALBERT
762,0,10,ELLESMERE,STREET,,10 ELLESMERE
763,0,12,ELLESMERE,STREET,,12 ELLESMERE
764,0,14,ELLESMERE,STREET,,14 ELLESMERE
765,0,11,ELLESMERE,STREET,,11 ELLESMERE
766,0,9,ELLESMERE,STREET,,9 ELLESMERE
767,0,7,ELLESMERE,STREET,,7 ELLESMERE
768,0,5,ELLESMERE,STREET,,5 ELLESMERE
769,0,3,ELLESMERE,STREET,,3 ELLESMERE
770,0,9,ALBERT,STREET,,9 ALBERT
771,0,129,UPPER CONSTITUTION,STREET,,129 UPPER CONSTITUTION
772,0,133,UPPER CONSTITUTION,STREET,,133 UPPER CONSTITUTION
773,0,135,UPPER CONSTITUTION,STREET,,135 UPPER CONSTITUTION
774,0,40,CLIFTON,STREET,,40 CLIFTON
775,0,38,CLIFTON,STREET,,38 CLIFTON
776,0,36,CLIFTON,STREET,,36 CLIFTON
777,0,34,CLIFTON,STREET,,34 CLIFTON
778,0,32,CLIFTON,STREET,,32 CLIFTON
779,0,30,CLIFTON,STREET,,30 CLIFTON
780,0,28,CLIFTON,STREET,,28 CLIFTON
781,0,26,CLIFTON,STREET,,26 CLIFTON
782,0,24,CLIFTON,STREET,,24 CLIFTON
783,0,22,CLIFTON,STREET,,22 CLIFTON
784,0,20,CLIFTON,STREET,,20 CLIFTON
785,0,67,CLIFTON,STREET,,67 CLIFTON
786,0,66,CLIFTON,STREET,,66 CLIFTON
787,0,63,CLIFTON,STREET,,63 CLIFTON
788,0,61,CLIFTON,STREET,,61 CLIFTON
789,0,59,CLIFTON,STREET,,59 CLIFTON
790,0,57,CLIFTON,STREET,,57 CLIFTON
791,0,55,CLIFTON,STREET,,55 CLIFTON
792,0,53,CLIFTON,STREET,,53 CLIFTON
793,0,51,CLIFTON,STREET,,51 CLIFTON
794,0,21,LEWIS,STREET,,21 LEWIS
795,0,19,LEWIS,STREET,,19 LEWIS
796,0,17,LEWIS,STREET,,17 LEWIS
797,0,2,ROOS,STREET,,2 ROOS
798,0,4,ROOS,STREET,,4 ROOS
799,0,6,ROOS,STREET,,6 ROOS
800,0,8,ROOS,STREET,,8 ROOS
801,0,10,ROOS,STREET,,10 ROOS
802,0,1,ROOS,STREET,,1 ROOS
803,0,3,ROOS,STREET,,3 ROOS
804,0,5,ROOS,STREET,,5 ROOS
805,0,7,ROOS,STREET,,7 ROOS
806,0,46,ARUNDEL,STREET,,46 ARUNDEL
807,0,44,ARUNDEL,STREET,,44 ARUNDEL
808,0,42,ARUNDEL,STREET,,42 ARUNDEL
809,0,13,LEWIS,STREET,,13 LEWIS
810,0,11,LEWIS,STREET,,11 LEWIS
811,0,9,LEWIS,STREET,,9 LEWIS
812,0,7,LEWIS,STREET,,7 LEWIS
813,0,5,LEWIS,STREET,,5 LEWIS
814,0,3,LEWIS,STREET,,3 LEWIS
815,0,52,STONE,STREET,,52 STONE
816,0,54,STONE,STREET,,54 STONE
817,0,56,STONE,STREET,,56 STONE
818,0,58,STONE,STREET,,58 STONE
819,0,60,STONE,STREET,,60 STONE
820,0,62,STONE,STREET,,62 STONE
821,0,64,STONE,STREET,,64 STONE
822,0,66,STONE,STREET,,66 STONE
823,0,68,STONE,STREET,,68 STONE
824,0,67,STONE,STREET,,67 STONE
825,0,69,STONE,STREET,,69 STONE
826,0,71,STONE,STREET,,71 STONE
827,0,73,STONE,STREET,,73 STONE
828,0,25,ARUNDEL,STREET,,25 ARUNDEL
829,0,23,ARUNDEL,STREET,,23 ARUNDEL
830,0,36,ARUNDEL,STREET,,36 ARUNDEL
831,0,34,ARUNDEL,STREET,,34 ARUNDEL
832,0,47,CLIFTON,STREET,,47 CLIFTON
833,0,45,CLIFTON,STREET,,45 CLIFTON
834,0,43,CLIFTON,STREET,,43 CLIFTON
835,0,44,CLIFTON,STREET,,44 CLIFTON
836,0,39,CLIFTON,STREET,,39 CLIFTON
837,0,57,STONE,STREET,,57 STONE
838,0,32,ARUNDEL,STREET,,32 ARUNDEL
839,0,30,ARUNDEL,STREET,,30 ARUNDEL
840,0,28,ARUNDEL,STREET,,28 ARUNDEL
841,0,8,FRERE,STREET,,8 FRERE
842,0,10,FRERE,STREET,,10 FRERE
843,0,12,FRERE,STREET,,12 FRERE
844,0,14,FRERE,STREET,,14 FRERE
845,0,11,FRERE,STREET,,11 FRERE
846,0,13,FRERE,STREET,,13 FRERE
847,0,6,ASHLEY,STREET,,6 ASHLEY
848,0,8,ASHLEY,STREET,,8 ASHLEY
849,0,12,ASHLEY,STREET,,12 ASHLEY
850,0,14,ASHLEY,STREET,,14 ASHLEY
851,0,25,CLIFTON,STREET,,25 CLIFTON
852,0,23,CLIFTON,STREET,,23 CLIFTON
853,0,21,CLIFTON,STREET,,21 CLIFTON
854,0,17,CLIFTON,STREET,,17 CLIFTON
855,0,15,CLIFTON,STREET,,15 CLIFTON
856,0,27,CLIFTON,STREET,,27 CLIFTON
857,0,29,CLIFTON,STREET,,29 CLIFTON
858,0,33,CLIFTON,STREET,,33 CLIFTON
859,0,31,CLIFTON,STREET,,31 CLIFTON
860,0,32,STONE,STREET,,32 STONE
861,0,34,STONE,STREET,,34 STONE
862,0,36,STONE,STREET,,36 STONE
863,0,38,STONE,STREET,,38 STONE
864,0,40,STONE,STREET,,40 STONE
865,0,42,STONE,STREET,,42 STONE
866,0,44,STONE,STREET,,44 STONE
867,0,46,STONE,STREET,,46 STONE
868,0,48,STONE,STREET,,48 STONE
869,0,50,STONE,STREET,,50 STONE
870,0,14,ALBERT,STREET,,14 ALBERT
871,0,12,ALBERT,STREET,,12 ALBERT
872,0,10,ALBERT,STREET,,10 ALBERT
873,0,3,ALBERT,STREET,,3 ALBERT
874,0,1,SMART,STREET,,1 SMART
875,0,4,PROSPECT,AVENUE,,4 PROSPECT
876,0,2,PROSPECT,AVENUE,,2 PROSPECT
877,0,5,PROSPECT,AVENUE,,5 PROSPECT
878,0,9,PROSPECT,AVENUE,,9 PROSPECT
879,0,7,PROSPECT,AVENUE,,7 PROSPECT
880,0,5,PROSPECT,AVENUE,,5 PROSPECT
881,0,31,PROSPECT,AVENUE,,31 PROSPECT
882,0,27,MCGREGOR,STREET,,27 MCGREGOR
883,0,25,MCGREGOR,STREET,,25 MCGREGOR
884,0,23,MCGREGOR,STREET,,23 MCGREGOR
885,0,21,MCGREGOR,STREET,,21 MCGREGOR
886,0,19,MCGREGOR,STREET,,19 MCGREGOR
887,0,17,MCGREGOR,STREET,,17 MCGREGOR
888,0,15,MCGREGOR,STREET,,15 MCGREGOR
889,0,12,STONE,STREET,,12 STONE
890,0,14,STONE,STREET,,14 STONE
891,0,16,STONE,STREET,,16 STONE
892,0,18,STONE,STREET,,18 STONE
893,0,20,STONE,STREET,,20 STONE
894,0,10,STONE,STREET,,10 STONE
895,0,8,STONE,STREET,,8 STONE
896,0,6,STONE,STREET,,6 STONE
897,0,22,STONE,STREET,,22 STONE
898,0,24,STONE,STREET,,24 STONE
899,0,26,STONE,STREET,,26 STONE
900,0,280,CALEDON,STREET,,280 CALEDON
901,0,282,CALEDON,STREET,,282 CALEDON
902,0,253,CALEDON,STREET,,253 CALEDON
903,0,251,CALEDON,STREET,,251 CALEDON
904,0,249,CALEDON,STREET,,249 CALEDON
905,0,247,CALEDON,STREET,,247 CALEDON
906,0,243,CALEDON,STREET,,243 CALEDON
907,0,7,HORSBURG,LANE,,7 HORSBURG
908,0,1,HORSBURG,LANE,,1 HORSBURG
909,0,3,HORSBURG,LANE,,3 HORSBURG
910,0,5,HORSBURG,LANE,,5 HORSBURG
911,0,3,HORSBURG,LANE,,3 HORSBURG
912,0,1,HORSBURG,LANE,,1 HORSBURG
913,0,4,HORSBURG,LANE,,4 HORSBURG
914,0,2,HORSBURG,LANE,,2 HORSBURG
915,0,130,HANOVER,STREET,,130 HANOVER
916,0,132,HANOVER,STREET,,132 HANOVER
917,0,132,HANOVER,STREET,,132 HANOVER
918,0,134,HANOVER,STREET,,134 HANOVER
919,0,164,HANOVER,STREET,,164 HANOVER
920,0,162,HANOVER,STREET,,162 HANOVER
921,0,160,HANOVER,STREET,,160 HANOVER
922,0,158,HANOVER,STREET,,158 HANOVER
923,0,170,HANOVER,STREET,,170 HANOVER
924,0,172,HANOVER,STREET,,172 HANOVER
925,0,174,HANOVER,STREET,,174 HANOVER
926,0,176,HANOVER,STREET,,176 HANOVER
927,0,178,HANOVER,STREET,,178 HANOVER
928,0,10,ARUNDEL,STREET,,10 ARUNDEL
929,0,8,ARUNDEL,STREET,,8 ARUNDEL
930,0,6,ARUNDEL,STREET,,6 ARUNDEL
931,0,4,ARUNDEL,STREET,,4 ARUNDEL
932,0,221,HANOVER,STREET,,221 HANOVER
933,0,223,HANOVER,STREET,,223 HANOVER
934,0,227,HANOVER,STREET,,227 HANOVER
935,0,229,HANOVER,STREET,,229 HANOVER
936,0,225,HANOVER,STREET,,225 HANOVER
937,0,150,HANOVER,STREET,,150 HANOVER
938,0,152,HANOVER,STREET,,152 HANOVER
939,0,156,HANOVER,STREET,,156 HANOVER
940,0,158,HANOVER,STREET,,158 HANOVER
941,0,239,HANOVER,STREET,,239 HANOVER
942,0,241,HANOVER,STREET,,241 HANOVER
943,0,245,HANOVER,STREET,,245 HANOVER
944,0,247,HANOVER,STREET,,247 HANOVER
945,0,249,HANOVER,STREET,,249 HANOVER
946,0,251,HANOVER,STREET,,251 HANOVER
947,0,253,HANOVER,STREET,,253 HANOVER
948,0,255,HANOVER,STREET,,255 HANOVER
949,0,257,HANOVER,STREET,,257 HANOVER
950,0,263,HANOVER,STREET,,263 HANOVER
951,0,2,REINBACH,STREET,,2 REINBACH
952,0,4,REINBACH,STREET,,4 REINBACH
953,0,6,REINBACH,STREET,,6 REINBACH
954,0,8,REINBACH,STREET,,8 REINBACH
955,0,10,REINBACH,STREET,,10 REINBACH
956,0,12,REINBACH,STREET,,12 REINBACH
957,0,14,REINBACH,STREET,,14 REINBACH
958,0,16,REINBACH,STREET,,16 REINBACH
959,0,57,CHATHAM,ROAD,,57 CHATHAM
960,0,55,CHATHAM,ROAD,,55 CHATHAM
961,0,53,CHATHAM,ROAD,,53 CHATHAM
962,0,51,CHATHAM,ROAD,,51 CHATHAM
963,0,48,CHATHAM,ROAD,,48 CHATHAM
964,0,47,CHATHAM,ROAD,,47 CHATHAM
965,0,45,CHATHAM,ROAD,,45 CHATHAM
966,0,43,CHATHAM,ROAD,,43 CHATHAM
967,0,22,CHATHAM,ROAD,,22 CHATHAM
968,0,127,ROCHESTER,ROAD,,127 ROCHESTER
969,0,125,ROCHESTER,ROAD,,125 ROCHESTER
970,0,120,ROCHESTER,ROAD,,120 ROCHESTER
971,0,20,CHATHAM,ROAD,,20 CHATHAM
972,0,18,CHATHAM,ROAD,,18 CHATHAM
973,0,16,CHATHAM,ROAD,,16 CHATHAM
974,0,14,CHATHAM,ROAD,,14 CHATHAM
975,0,25,CHATHAM,ROAD,,25 CHATHAM
976,0,27,CHATHAM,ROAD,,27 CHATHAM
977,0,29,CHATHAM,ROAD,,29 CHATHAM
978,0,31,CHATHAM,ROAD,,31 CHATHAM
979,0,11,CHATHAM,ROAD,,11 CHATHAM
980,0,9,CHATHAM,ROAD,,9 CHATHAM
981,0,151,UPPER CONSTITUTION,STTREET,,151 UPPER CONSTITUTION
982,0,153,UPPER CONSTITUTION,STREET,,153 UPPER CONSTITUTION
983,0,157,UPPER CONSTITUTION,STREET,,157 UPPER CONSTITUTION
984,0,159,UPPER CONSTITUTION,STREET,,159 UPPER CONSTITUTION
985,0,192,UPPER CONSTITUTION,STREET,,192 UPPER CONSTITUTION
986,0,194,UPPER CONSTITUTION,STREET,,194 UPPER CONSTITUTION
987,0,196,UPPER CONSTITUTION,STREET,,196 UPPER CONSTITUTION
988,0,198,UPPER CONSTITUTION,STREET,,198 UPPER CONSTITUTION
989,0,200,UPPER CONSTITUTION,STREET,,200 UPPER CONSTITUTION
990,0,202,UPPER CONSTITUTION,STREET,,202 UPPER CONSTITUTION
991,0,204,UPPER CONSTITUTION,STREET,,204 UPPER CONSTITUTION
992,0,206,UPPER CONSTITUTION,STREET,,206 UPPER CONSTITUTION
993,0,208,UPPER CONSTITUTION,STREET,,208 UPPER CONSTITUTION
994,0,210,UPPER CONSTITUTION,STREET,,210 UPPER CONSTITUTION
995,0,212,UPPER CONSTITUTION,STREET,,212 UPPER CONSTITUTION
996,0,214,UPPER CONSTITUTION,STREET,,214 UPPER CONSTITUTION
997,0,216,UPPER CONSTITUTION,STREET,,216 UPPER CONSTITUTION
998,0,218,UPPER CONSTITUTION,STREET,,218 UPPER CONSTITUTION
999,0,220,UPPER CONSTITUTION,STREET,,220 UPPER CONSTITUTION
1000,0,222,UPPER CONSTITUTION,STREET,,222 UPPER CONSTITUTION
1001,0,224,UPPER CONSTITUTION,STREET,,224 UPPER CONSTITUTION
1002,0,226,UPPER CONSTITUTION,STREET,,226 UPPER CONSTITUTION
1003,0,228,UPPER CONSTITUTION,STREET,,228 UPPER CONSTITUTION
1004,0,230,UPPER CONSTITUTION,STREET,,230 UPPER CONSTITUTION
1005,0,232,UPPER CONSTITUTION,STREET,,232 UPPER CONSTITUTION
1006,0,234,UPPER CONSTITUTION,STREET,,234 UPPER CONSTITUTION
1007,0,236,UPPER CONSTITUTION,STREET,,236 UPPER CONSTITUTION
1008,0,238,UPPER CONSTITUTION,STREET,,238 UPPER CONSTITUTION
1009,0,242,UPPER CONSTITUTION,STREET,,242 UPPER CONSTITUTION
1010,0,250,UPPER CONSTITUTION,STREET,,250 UPPER CONSTITUTION
1011,0,252,UPPER CONSTITUTION,STREET,,252 UPPER CONSTITUTION
1012,0,254,UPPER CONSTITUTION,STREET,,254 UPPER CONSTITUTION
1013,0,51,UPPER CONSTITUTION,STREET,,51 UPPER CONSTITUTION
1014,0,52,UPPER CONSTITUTION,STREET,,52 UPPER CONSTITUTION
1015,0,53,UPPER CONSTITUTION,STREET,,53 UPPER CONSTITUTION
1016,0,54,UPPER CONSTITUTION,STREET,,54 UPPER CONSTITUTION
1017,0,55,UPPER CONSTITUTION,STREET,,55 UPPER CONSTITUTION
1018,0,60,UPPER CONSTITUTION,STREET,,60 UPPER CONSTITUTION
1019,0,278,UPPER CONSTITUTION,STREET,,278 UPPER CONSTITUTION
1020,0,280,UPPER CONSTITUTION,STREET,,280 UPPER CONSTITUTION
1021,0,282,UPPER CONSTITUTION,STREET,,282 UPPER CONSTITUTION
1022,0,284,UPPER CONSTITUTION,STREET,,284 UPPER CONSTITUTION
1023,0,286,UPPER CONSTITUTION,STREET,,286 UPPER CONSTITUTION
1024,0,165,UPPER CONSTITUTION,STREET,,165 UPPER CONSTITUTION
1025,0,167,UPPER CONSTITUTION,STREET,,167 UPPER CONSTITUTION
